Quận,Loại hình nhà ở,Giấy tờ pháp lý,ViTriXa_km,TuoiNha,Số tầng,Số phòng ngủ,Diện tích_m2,Giá_m2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,1.6,15,33,5,91,151.9
Quận Thanh Xuân,Chung cư,Đã có sổ,9.7,15,35,4,89,129.5
Quận Đống Đa,Chung cư,Sổ hồng,15.7,39,22,3,73,100
Quận Thanh Xuân,Penthouse,Đã có sổ,12,32,14,2,59,124.4
Quận Cầu Giấy,Chung cư,Đã có sổ,15.3,15,32,2,75,118.3
Quận Hà Đông,Chung cư,Đã có sổ,19.3,35,35,4,129,97.9
Quận Thanh Xuân,Chung cư,Sổ hồng,5.3,6,29,2,128,142.8
Quận Đống Đa,Chung cư,Sổ hồng,19.7,28,22,3,40,95
Quận Thanh Xuân,Chung cư,Đã có sổ,2.9,39,23,1,102,142.3
Quận Hà Đông,Chung cư,Đã có sổ,18.4,27,6,2,110,91.7
Quận Cầu Giấy,Chung cư,Đã có sổ,4.3,38,31,4,103,152.7
Quận Hai Bà Trưng,Duplex,Sổ hồng,14.5,15,6,4,68,118.7
Quận Hai Bà Trưng,Chung cư,Sổ hồng,15.8,1,13,5,145,125.2
Quận Cầu Giấy,Chung cư,Sổ hồng,16.3,28,37,2,86,114.6
Quận Hà Đông,Chung cư,Sổ hồng,9,35,38,1,97,120.3
Quận Cầu Giấy,Chung cư,Sổ hồng,3.8,4,27,3,119,157.5
Quận Đống Đa,Chung cư,Đã có sổ,16,12,36,4,71,116.2
Quận Thanh Xuân,Chung cư,Đã có sổ,13.1,5,8,2,119,127.2
Quận Đống Đa,Chung cư,Sổ hồng,5.5,7,13,4,65,147.4
Quận Hà Đông,Chung cư,Đã có sổ,8.2,8,31,4,143,144.5
Quận Tây Hồ,Chung cư,Đã có sổ,6.3,16,30,3,118,151.4
Quận Đống Đa,Chung cư,Sổ hồng,18.3,1,4,4,87,110.4
Quận Đống Đa,Duplex,Đã có sổ,16.2,34,37,2,129,119
Quận Hà Đông,Chung cư,Đã có sổ,17.7,9,5,4,121,108.9
Quận Tây Hồ,Chung cư,Sổ hồng,1.5,33,30,2,136,161.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,13.4,3,4,2,50,122.8
Quận Thanh Xuân,Chung cư,Sổ hồng,5.7,34,14,4,79,121.5
Quận Long Biên,Duplex,Sổ hồng,15.1,38,8,4,111,120.1
Quận Hà Đông,Chung cư,Đã có sổ,17.9,23,30,4,36,93.4
Quận Long Biên,Chung cư,Sổ hồng,15.4,18,39,4,46,103.7
Quận Long Biên,Chung cư,Đã có sổ,18.3,6,16,2,148,115.8
Quận Thanh Xuân,Chung cư,Đã có sổ,8.3,29,25,2,121,132.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,12.7,22,14,1,117,129.6
Quận Thanh Xuân,Chung cư,Sổ hồng,9.8,5,30,3,38,127.9
Quận Thanh Xuân,Chung cư,Đã có sổ,16.7,4,12,2,78,108
Quận Thanh Xuân,Chung cư,Đã có sổ,11.5,26,9,2,56,116.7
Quận Hai Bà Trưng,Penthouse,Sổ hồng,14.3,21,10,4,55,124.6
Quận Thanh Xuân,Chung cư,Đã có sổ,12.8,12,19,2,130,120.9
Quận Cầu Giấy,Chung cư,Đã có sổ,17.3,10,32,4,145,120.9
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10.8,20,31,1,109,131.8
Quận Cầu Giấy,Duplex,Đã có sổ,2.6,31,21,4,134,164.3
Quận Cầu Giấy,Chung cư,Sổ hồng,19,5,5,5,71,112.6
Quận Thanh Xuân,Duplex,Sổ hồng,11.3,11,8,2,110,136.7
Quận Hà Đông,Chung cư,Sổ hồng,15.8,37,10,3,130,99.7
Quận Hà Đông,Chung cư,Đã có sổ,13.7,6,17,5,106,115.7
Quận Cầu Giấy,Duplex,Sổ hồng,8.9,10,9,2,94,139.7
Quận Tây Hồ,Duplex,Sổ hồng,19.1,27,14,4,97,116.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,14.8,28,3,4,43,96.3
Quận Thanh Xuân,Chung cư,Đã có sổ,5,39,18,4,53,127
Quận Thanh Xuân,Chung cư,Sổ hồng,19.9,26,30,5,128,106.1
Quận Hà Đông,Chung cư,Đã có sổ,20,31,14,1,78,88.2
Quận Đống Đa,Penthouse,Đã có sổ,6.1,8,36,4,113,160.2
Quận Cầu Giấy,Chung cư,Sổ hồng,19.7,39,35,4,80,96.1
Quận Thanh Xuân,Chung cư,Sổ hồng,12.5,19,22,1,43,109
Quận Long Biên,Chung cư,Sổ hồng,4.1,22,22,2,70,139.2
Quận Thanh Xuân,Chung cư,Sổ hồng,19.6,36,9,1,55,89.1
Quận Hà Đông,Chung cư,Đã có sổ,2.5,31,27,5,113,151.3
Quận Long Biên,Chung cư,Sổ hồng,12.9,1,15,4,105,115.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,16.8,8,36,1,64,111.3
Quận Hà Đông,Duplex,Đã có sổ,16.7,11,20,4,81,110.5
Quận Hai Bà Trưng,Chung cư,Sổ hồng,0.6,33,18,4,117,160
Quận Cầu Giấy,Chung cư,Đã có sổ,8.8,18,30,5,54,139.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,2.2,26,38,2,83,157.7
Quận Hà Đông,Chung cư,Sổ hồng,5.6,2,37,5,65,137
Quận Long Biên,Chung cư,Sổ hồng,18.8,39,21,4,83,85.9
Quận Tây Hồ,Penthouse,Sổ hồng,17.7,37,22,5,45,120.5
Quận Tây Hồ,Duplex,Đã có sổ,13.4,18,34,4,43,138.3
Quận Tây Hồ,Duplex,Sổ hồng,18,0,13,3,69,119.6
Quận Hà Đông,Chung cư,Sổ hồng,6.7,30,32,1,49,130
Quận Hà Đông,Duplex,Đã có sổ,16.6,13,21,4,43,107.9
Quận Hà Đông,Chung cư,Sổ hồng,13.9,32,35,5,38,102.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,14.8,28,15,2,117,112.8
Quận Long Biên,Chung cư,Sổ hồng,2.2,10,34,2,147,156.1
Quận Thanh Xuân,Chung cư,Sổ hồng,7.3,36,19,4,87,129.8
Quận Tây Hồ,Chung cư,Sổ hồng,1.4,20,5,2,123,163
Quận Long Biên,Chung cư,Sổ hồng,3.4,5,7,1,94,150.8
Quận Tây Hồ,Chung cư,Sổ hồng,5.8,18,28,4,67,139.5
Quận Long Biên,Chung cư,Sổ hồng,11.9,13,9,1,57,119
Quận Thanh Xuân,Chung cư,Sổ hồng,15.3,38,20,4,56,101
Quận Cầu Giấy,Penthouse,Sổ hồng,2.6,17,15,1,51,160.1
Quận Cầu Giấy,Duplex,Sổ hồng,1.6,1,3,4,69,163.2
Quận Thanh Xuân,Chung cư,Sổ hồng,17.7,37,37,4,116,102.4
Quận Đống Đa,Chung cư,Sổ hồng,3,19,25,2,108,149.5
Quận Long Biên,Chung cư,Sổ hồng,9.2,1,22,1,88,132.8
Quận Long Biên,Chung cư,Đã có sổ,2.7,2,31,4,92,144.6
Quận Đống Đa,Penthouse,Sổ hồng,10.9,38,39,5,35,122.8
Quận Cầu Giấy,Chung cư,Sổ hồng,2.6,17,8,2,145,158.9
Quận Thanh Xuân,Duplex,Đã có sổ,15.4,20,15,4,99,124.2
Quận Cầu Giấy,Chung cư,Sổ hồng,2.2,29,25,4,148,159.1
Quận Hà Đông,Chung cư,Sổ hồng,8.9,22,6,1,74,124.3
Quận Hà Đông,Penthouse,Sổ hồng,8.7,8,38,2,66,133.3
Quận Cầu Giấy,Chung cư,Sổ hồng,18.5,2,17,2,131,119.5
Quận Hà Đông,Chung cư,Sổ hồng,8.9,25,13,5,148,139.6
Quận Cầu Giấy,Duplex,Sổ hồng,1.9,19,24,1,146,171.5
Quận Đống Đa,Chung cư,Sổ hồng,11.1,22,32,3,99,127.2
Quận Hà Đông,Chung cư,Đã có sổ,14.6,32,20,1,113,102.3
Quận Hà Đông,Chung cư,Sổ hồng,7.1,36,12,1,99,117
Quận Hà Đông,Duplex,Sổ hồng,12.4,22,7,3,50,114
Quận Tây Hồ,Chung cư,Sổ hồng,2.9,37,33,5,37,155.4
Quận Thanh Xuân,Penthouse,Sổ hồng,8.8,36,35,4,118,150.4
Quận Hà Đông,Chung cư,Sổ hồng,3.7,4,20,2,124,150.3
Quận Hai Bà Trưng,Chung cư,Đã có sổ,5.8,13,9,5,130,154.4
Quận Đống Đa,Chung cư,Đã có sổ,13,37,27,1,117,123.8
Quận Tây Hồ,Chung cư,Sổ hồng,15.2,22,23,5,124,129
Quận Hà Đông,Chung cư,Sổ hồng,6.6,38,36,5,105,126.3
Quận Hà Đông,Duplex,Đã có sổ,19.8,11,25,2,143,108.8
Quận Cầu Giấy,Chung cư,Đã có sổ,6.1,16,18,5,92,151.7
Quận Đống Đa,Duplex,Sổ hồng,3.4,12,29,5,101,150.9
Quận Thanh Xuân,Chung cư,Đã có sổ,17.4,15,15,2,78,114.8
Quận Cầu Giấy,Chung cư,Đã có sổ,13.2,26,15,4,127,134.6
Quận Đống Đa,Chung cư,Sổ hồng,13.8,23,27,1,71,121.6
Quận Đống Đa,Chung cư,Đã có sổ,16,36,35,2,141,110.1
Quận Cầu Giấy,Chung cư,Đã có sổ,20,8,19,2,115,111.5
Quận Hai Bà Trưng,Chung cư,Đã có sổ,6,16,27,1,41,138.9
Quận Đống Đa,Duplex,Sổ hồng,11.2,22,20,5,147,138.9
Quận Thanh Xuân,Chung cư,Đã có sổ,14.2,11,20,4,133,128.4
Quận Hà Đông,Chung cư,Sổ hồng,3.4,3,18,3,93,138.4
Quận Hai Bà Trưng,Duplex,Đã có sổ,6.5,4,29,3,72,148.7
Quận Đống Đa,Penthouse,Sổ hồng,6.5,30,12,5,92,157.7
Quận Hà Đông,Penthouse,Sổ hồng,6.9,6,26,4,83,141.6
Quận Thanh Xuân,Duplex,Đã có sổ,14.5,10,26,1,138,133.8
Quận Đống Đa,Chung cư,Sổ hồng,12.1,11,3,5,143,135.4
Quận Tây Hồ,Penthouse,Đã có sổ,14.5,37,34,3,93,127.3
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10.5,0,21,5,78,132.7
Quận Cầu Giấy,Penthouse,Sổ hồng,19.1,7,11,1,112,125.1
Quận Hà Đông,Chung cư,Sổ hồng,10.7,16,7,5,149,134.5
Quận Long Biên,Penthouse,Sổ hồng,12.3,20,24,5,41,120.3
Quận Cầu Giấy,Chung cư,Đã có sổ,6.3,3,26,1,96,156.1
Quận Tây Hồ,Chung cư,Đã có sổ,1.6,27,32,2,46,153.1
Quận Tây Hồ,Chung cư,Đã có sổ,16.4,36,14,1,87,117.6
Quận Cầu Giấy,Duplex,Sổ hồng,17.2,30,18,4,55,115.4
Quận Tây Hồ,Chung cư,Sổ hồng,17.1,21,14,5,66,106.4
Quận Hà Đông,Penthouse,Đã có sổ,16.1,8,23,2,42,116.3
Quận Long Biên,Chung cư,Đã có sổ,5.7,25,13,1,134,148.3
Quận Hà Đông,Chung cư,Đã có sổ,11.7,32,23,3,80,116.1
Quận Hà Đông,Chung cư,Đã có sổ,16.4,35,4,4,37,95.7
Quận Đống Đa,Chung cư,Đã có sổ,12.7,36,29,5,139,128.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,19.2,23,27,2,88,111
Quận Cầu Giấy,Chung cư,Đã có sổ,13.7,3,13,4,147,134.1
Quận Đống Đa,Chung cư,Đã có sổ,11.4,8,19,5,125,123.5
Quận Thanh Xuân,Chung cư,Sổ hồng,19.9,14,35,4,121,100.4
Quận Hà Đông,Chung cư,Đã có sổ,10.9,32,37,4,137,118.9
Quận Hà Đông,Duplex,Đã có sổ,19.4,4,22,1,85,106.9
Quận Hà Đông,Chung cư,Sổ hồng,0.7,25,28,1,45,143.6
Quận Thanh Xuân,Chung cư,Sổ hồng,11.2,2,17,1,113,130
Quận Cầu Giấy,Chung cư,Sổ hồng,6.1,31,21,5,143,146.7
Quận Cầu Giấy,Duplex,Sổ hồng,8.2,20,3,1,126,143
Quận Cầu Giấy,Chung cư,Đã có sổ,2.2,0,27,4,99,167.2
Quận Hà Đông,Chung cư,Sổ hồng,5.7,25,36,4,35,123.4
Quận Tây Hồ,Chung cư,Đã có sổ,11.6,26,34,5,142,143.2
Quận Cầu Giấy,Penthouse,Đã có sổ,14.6,35,15,5,94,135.2
Quận Tây Hồ,Chung cư,Đã có sổ,18.3,32,21,3,51,107
Quận Hai Bà Trưng,Chung cư,Sổ hồng,5,20,23,1,96,154
Quận Đống Đa,Chung cư,Sổ hồng,16,29,20,3,134,109.3
Quận Đống Đa,Penthouse,Sổ hồng,1,20,10,5,54,161.1
Quận Long Biên,Chung cư,Sổ hồng,17.9,15,21,5,45,97.9
Quận Cầu Giấy,Chung cư,Sổ hồng,12.1,36,23,1,121,124.4
Quận Hà Đông,Chung cư,Sổ hồng,17,8,39,3,70,98.3
Quận Hai Bà Trưng,Penthouse,Sổ hồng,5.5,28,37,2,96,149.6
Quận Đống Đa,Chung cư,Sổ hồng,7.8,19,23,1,46,136.3
Quận Long Biên,Chung cư,Sổ hồng,2.4,7,5,2,74,147.3
Quận Cầu Giấy,Chung cư,Đã có sổ,2,13,32,1,67,152.2
Quận Hai Bà Trưng,Chung cư,Đã có sổ,16.6,37,33,4,139,112.2
Quận Đống Đa,Chung cư,Đã có sổ,6.3,6,5,4,62,134.6
Quận Hà Đông,Chung cư,Đã có sổ,7.4,16,32,2,91,128.7
Quận Hà Đông,Duplex,Sổ hồng,10.8,9,6,5,62,118.7
Quận Đống Đa,Chung cư,Đã có sổ,13.6,36,32,3,53,110.4
Quận Long Biên,Chung cư,Sổ hồng,1.4,24,29,1,75,143.9
Quận Hà Đông,Penthouse,Sổ hồng,11.7,22,7,4,125,129.3
Quận Long Biên,Chung cư,Sổ hồng,12.4,39,31,1,44,105.3
Quận Hà Đông,Duplex,Sổ hồng,17.1,35,33,4,124,107.6
Quận Cầu Giấy,Chung cư,Sổ hồng,3.5,17,11,4,133,155.3
Quận Cầu Giấy,Penthouse,Đã có sổ,9.3,29,26,5,38,143.2
Quận Cầu Giấy,Duplex,Sổ hồng,9.7,38,14,5,106,139.7
Quận Hà Đông,Chung cư,Sổ hồng,17,5,20,3,144,111.1
Quận Thanh Xuân,Chung cư,Đã có sổ,7.6,14,4,1,128,149.3
Quận Hai Bà Trưng,Chung cư,Đã có sổ,2.1,23,11,4,75,155.5
Quận Hai Bà Trưng,Penthouse,Sổ hồng,12.2,28,26,4,69,129.6
Quận Cầu Giấy,Chung cư,Đã có sổ,13.4,15,8,2,83,122.8
Quận Thanh Xuân,Duplex,Đã có sổ,11.9,8,7,3,41,128.6
Quận Thanh Xuân,Chung cư,Sổ hồng,10.1,5,35,2,88,126.4
Quận Đống Đa,Chung cư,Sổ hồng,4.7,13,26,1,101,143.5
Quận Cầu Giấy,Chung cư,Đã có sổ,11,16,9,5,68,134.4
Quận Cầu Giấy,Chung cư,Đã có sổ,1.2,10,3,3,129,164.8
Quận Tây Hồ,Penthouse,Đã có sổ,11.6,27,10,4,116,150.4
Quận Long Biên,Duplex,Sổ hồng,10,6,35,2,76,130.6
Quận Thanh Xuân,Chung cư,Đã có sổ,19.1,32,37,4,95,101.8
Quận Hà Đông,Chung cư,Sổ hồng,6.7,28,26,1,144,135.4
Quận Hà Đông,Chung cư,Sổ hồng,0.9,28,5,5,43,141.9
Quận Long Biên,Duplex,Đã có sổ,15.3,1,6,1,55,114.1
Quận Hà Đông,Duplex,Đã có sổ,3.8,29,30,1,37,140.5
Quận Cầu Giấy,Chung cư,Sổ hồng,11.1,18,10,2,135,135.2
Quận Hai Bà Trưng,Chung cư,Đã có sổ,4.7,9,26,2,58,145
Quận Hà Đông,Chung cư,Sổ hồng,11,0,12,3,89,121.9
Quận Thanh Xuân,Penthouse,Sổ hồng,11.8,34,24,5,48,125.4
Quận Hà Đông,Chung cư,Sổ hồng,13.4,16,9,5,109,121.3
Quận Hà Đông,Duplex,Đã có sổ,7.8,33,27,5,141,131.5
Quận Hà Đông,Duplex,Đã có sổ,1.7,33,30,5,124,158.5
Quận Thanh Xuân,Chung cư,Sổ hồng,12.1,36,31,5,118,114.4
Quận Hà Đông,Duplex,Sổ hồng,17.4,15,9,4,98,112.1
Quận Cầu Giấy,Chung cư,Sổ hồng,10.7,4,14,1,127,145.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,5.4,12,22,2,59,148
Quận Cầu Giấy,Duplex,Sổ hồng,8.6,0,35,5,80,150
Quận Cầu Giấy,Chung cư,Sổ hồng,11,15,6,5,49,124.2
Quận Đống Đa,Chung cư,Đã có sổ,2.2,7,22,2,112,165.7
Quận Hai Bà Trưng,Chung cư,Sổ hồng,11.6,5,37,3,91,124
Quận Long Biên,Chung cư,Đã có sổ,2.6,12,4,4,124,155
Quận Hà Đông,Penthouse,Đã có sổ,4,8,21,1,98,151.4
Quận Thanh Xuân,Penthouse,Sổ hồng,8.2,38,18,3,36,135.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,16.1,33,18,1,92,117.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,16.6,8,4,4,59,112.2
Quận Thanh Xuân,Duplex,Sổ hồng,6,1,23,4,87,146.8
Quận Tây Hồ,Chung cư,Đã có sổ,11,11,19,3,105,142.7
Quận Cầu Giấy,Chung cư,Đã có sổ,2.3,4,23,4,81,160.6
Quận Tây Hồ,Duplex,Đã có sổ,20,22,34,2,82,121.3
Quận Long Biên,Duplex,Sổ hồng,13.3,7,10,4,103,123.1
Quận Hai Bà Trưng,Chung cư,Đã có sổ,4.9,29,14,5,129,150.2
Quận Tây Hồ,Duplex,Sổ hồng,18,11,25,1,114,126.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,7.3,2,18,4,39,137
Quận Thanh Xuân,Chung cư,Sổ hồng,5.9,29,29,3,59,136.9
Quận Hà Đông,Chung cư,Đã có sổ,6.3,19,9,2,111,141.3
Quận Cầu Giấy,Chung cư,Đã có sổ,10,38,17,2,96,132.3
Quận Hà Đông,Chung cư,Sổ hồng,1.2,31,10,4,102,141.1
Quận Hai Bà Trưng,Duplex,Sổ hồng,13.2,38,25,3,136,124.2
Quận Hà Đông,Penthouse,Sổ hồng,19,24,35,4,61,93.5
Quận Thanh Xuân,Chung cư,Sổ hồng,16.4,33,32,5,91,105.6
Quận Đống Đa,Penthouse,Sổ hồng,16.3,13,25,3,58,121
Quận Long Biên,Chung cư,Sổ hồng,15.6,35,26,5,78,97.9
Quận Cầu Giấy,Chung cư,Đã có sổ,7.5,31,5,4,93,141.4
Quận Hà Đông,Chung cư,Đã có sổ,4.2,37,16,1,38,127.5
Quận Cầu Giấy,Chung cư,Đã có sổ,6.6,12,4,2,79,144.9
Quận Hai Bà Trưng,Chung cư,Sổ hồng,3.9,11,8,4,123,154.4
Quận Cầu Giấy,Penthouse,Sổ hồng,17.1,32,34,4,147,126.3
Quận Hai Bà Trưng,Chung cư,Đã có sổ,8.7,32,21,5,57,129.2
Quận Thanh Xuân,Chung cư,Sổ hồng,16.3,36,12,4,137,106.4
Quận Thanh Xuân,Duplex,Sổ hồng,6.2,3,36,5,43,139.7
Quận Tây Hồ,Chung cư,Sổ hồng,3.3,15,28,4,37,147.2
Quận Cầu Giấy,Chung cư,Sổ hồng,17.5,17,27,2,78,112
Quận Hà Đông,Chung cư,Sổ hồng,16.1,27,6,2,109,102
Quận Cầu Giấy,Chung cư,Sổ hồng,11.3,4,21,3,49,129.7
Quận Hà Đông,Duplex,Đã có sổ,2.9,7,4,3,48,149.8
Quận Hà Đông,Chung cư,Đã có sổ,7.1,37,32,4,71,121.6
Quận Thanh Xuân,Chung cư,Sổ hồng,1.6,16,18,2,109,158.6
Quận Cầu Giấy,Chung cư,Sổ hồng,18,18,11,5,51,102.5
Quận Hà Đông,Chung cư,Đã có sổ,5.2,32,17,4,145,140.4
Quận Hai Bà Trưng,Chung cư,Sổ hồng,10.7,21,16,1,71,129.5
Quận Long Biên,Chung cư,Sổ hồng,18.9,25,34,3,56,91.3
Quận Đống Đa,Chung cư,Sổ hồng,12.7,14,26,3,44,128.6
Quận Đống Đa,Chung cư,Đã có sổ,12.6,32,11,3,39,119
Quận Thanh Xuân,Chung cư,Đã có sổ,16.7,9,26,5,71,115.1
Quận Thanh Xuân,Penthouse,Sổ hồng,14,4,31,3,145,136.6
Quận Cầu Giấy,Penthouse,Sổ hồng,10,15,37,2,36,143.7
Quận Thanh Xuân,Chung cư,Sổ hồng,2.9,8,29,3,137,157.8
Quận Thanh Xuân,Chung cư,Sổ hồng,10.2,29,37,5,104,123.3
Quận Hà Đông,Chung cư,Sổ hồng,4,14,5,4,81,137.4
Quận Đống Đa,Chung cư,Sổ hồng,10.1,37,18,1,82,124
Quận Tây Hồ,Chung cư,Sổ hồng,0.9,21,5,4,43,156.5
Quận Thanh Xuân,Chung cư,Sổ hồng,7.4,2,29,4,143,151.7
Quận Đống Đa,Chung cư,Sổ hồng,1.6,17,18,3,36,149.9
Quận Long Biên,Chung cư,Đã có sổ,3.3,21,10,4,38,144.4
Quận Đống Đa,Penthouse,Sổ hồng,14.1,31,6,1,38,123
Quận Thanh Xuân,Chung cư,Sổ hồng,19.5,35,14,3,146,103.2
Quận Thanh Xuân,Chung cư,Đã có sổ,11.5,4,39,2,64,130.7
Quận Cầu Giấy,Penthouse,Sổ hồng,3.8,0,20,4,78,163.6
Quận Thanh Xuân,Chung cư,Sổ hồng,7.8,27,23,3,55,121.4
Quận Hai Bà Trưng,Penthouse,Sổ hồng,5.1,5,8,5,118,160.2
Quận Cầu Giấy,Chung cư,Sổ hồng,1.4,22,9,5,68,158.8
Quận Thanh Xuân,Penthouse,Sổ hồng,18.3,22,15,4,132,113.7
Quận Hai Bà Trưng,Penthouse,Sổ hồng,11.1,0,35,1,141,147.7
Quận Long Biên,Chung cư,Sổ hồng,3.4,14,11,2,100,145.3
Quận Hà Đông,Duplex,Đã có sổ,15,8,36,2,85,116.2
Quận Hai Bà Trưng,Chung cư,Sổ hồng,3.8,13,15,3,142,153.5
Quận Hà Đông,Chung cư,Sổ hồng,4.5,25,25,2,53,130.8
Quận Cầu Giấy,Chung cư,Đã có sổ,12.2,16,14,5,107,136.5
Quận Hà Đông,Chung cư,Đã có sổ,8.8,19,38,2,111,134
Quận Đống Đa,Chung cư,Sổ hồng,17.9,37,22,4,94,97.7
Quận Tây Hồ,Chung cư,Đã có sổ,12.1,36,3,1,132,133.8
Quận Cầu Giấy,Duplex,Đã có sổ,4.1,6,20,5,141,170.8
Quận Hà Đông,Chung cư,Sổ hồng,9.8,27,20,2,115,125.3
Quận Thanh Xuân,Penthouse,Đã có sổ,14.7,30,5,2,107,131.9
Quận Hà Đông,Chung cư,Sổ hồng,12.2,35,37,3,108,107.1
Quận Cầu Giấy,Chung cư,Sổ hồng,6.8,2,28,4,147,158.1
Quận Thanh Xuân,Chung cư,Sổ hồng,8,33,38,5,54,120.8
Quận Long Biên,Duplex,Sổ hồng,13.5,4,31,3,79,122.4
Quận Đống Đa,Duplex,Đã có sổ,10.6,29,37,2,80,135.6
Quận Hà Đông,Chung cư,Sổ hồng,1.9,7,12,4,122,148.8
Quận Thanh Xuân,Chung cư,Đã có sổ,11.2,6,32,3,42,128.5
Quận Thanh Xuân,Chung cư,Sổ hồng,9.4,13,9,1,102,132.4
Quận Hà Đông,Chung cư,Sổ hồng,16.4,16,16,2,128,111.4
Quận Long Biên,Chung cư,Đã có sổ,2.7,14,31,4,59,142.1
Quận Tây Hồ,Chung cư,Sổ hồng,0.5,6,35,1,107,172.9
Quận Hà Đông,Chung cư,Đã có sổ,16.5,8,30,4,148,122.4
Quận Hà Đông,Duplex,Đã có sổ,4.6,4,16,4,128,153.5
Quận Long Biên,Chung cư,Sổ hồng,1.1,33,30,5,74,142.8
Quận Hà Đông,Chung cư,Sổ hồng,4.8,30,26,4,120,137.2
Quận Đống Đa,Chung cư,Sổ hồng,17.8,36,16,3,41,101.4
Quận Thanh Xuân,Chung cư,Đã có sổ,3.8,22,35,2,100,152.3
Quận Hai Bà Trưng,Chung cư,Đã có sổ,6.7,35,6,4,132,142
Quận Đống Đa,Duplex,Sổ hồng,12.4,30,7,1,106,123.1
Quận Long Biên,Chung cư,Sổ hồng,4,19,8,4,41,131.8
Quận Long Biên,Duplex,Sổ hồng,13.1,19,16,5,119,116.2
Quận Thanh Xuân,Chung cư,Sổ hồng,14.3,6,39,5,36,120.2
Quận Hai Bà Trưng,Penthouse,Đã có sổ,5,29,35,5,108,161.3
Quận Long Biên,Chung cư,Sổ hồng,2.4,10,16,1,101,147.9
Quận Hà Đông,Duplex,Sổ hồng,8.3,33,10,5,72,124.4
Quận Cầu Giấy,Chung cư,Đã có sổ,14.1,36,3,4,37,115
Quận Cầu Giấy,Chung cư,Sổ hồng,16.4,0,24,5,93,121.3
Quận Hà Đông,Chung cư,Sổ hồng,1.2,37,32,2,101,137.5
Quận Hà Đông,Chung cư,Sổ hồng,11,32,24,2,77,110.8
Quận Đống Đa,Chung cư,Đã có sổ,5.5,19,30,2,52,142.8
Quận Thanh Xuân,Penthouse,Đã có sổ,8.6,39,8,4,47,132.7
Quận Long Biên,Chung cư,Sổ hồng,10.8,10,34,5,114,122.6
Quận Thanh Xuân,Chung cư,Sổ hồng,14.8,1,27,4,50,112.5
Quận Thanh Xuân,Duplex,Đã có sổ,1.3,3,15,1,49,153.9
Quận Hà Đông,Chung cư,Sổ hồng,3.8,33,12,2,51,134.4
Quận Hà Đông,Chung cư,Sổ hồng,12.5,37,19,3,122,112.7
Quận Thanh Xuân,Penthouse,Đã có sổ,9.1,21,16,3,108,146.7
Quận Thanh Xuân,Chung cư,Sổ hồng,4.6,31,18,2,134,141.7
Quận Cầu Giấy,Chung cư,Sổ hồng,1.8,31,30,4,135,161.9
Quận Hai Bà Trưng,Duplex,Đã có sổ,18.3,21,15,3,117,119.6
Quận Hai Bà Trưng,Chung cư,Đã có sổ,7.6,4,29,4,85,139.6
Quận Hà Đông,Chung cư,Sổ hồng,8.5,4,19,5,80,126.6
Quận Hai Bà Trưng,Chung cư,Sổ hồng,1.5,27,12,1,51,147.4
Quận Hai Bà Trưng,Chung cư,Đã có sổ,14.9,13,37,4,145,119.6
Quận Cầu Giấy,Chung cư,Sổ hồng,19.8,4,12,3,94,103.4
Quận Tây Hồ,Penthouse,Đã có sổ,19.6,20,35,4,56,121.4
Quận Long Biên,Duplex,Đã có sổ,6.6,2,39,4,35,133.8
Quận Thanh Xuân,Chung cư,Sổ hồng,19.2,11,28,5,138,110.2
Quận Thanh Xuân,Chung cư,Đã có sổ,8.4,32,28,5,35,124.8
Quận Cầu Giấy,Chung cư,Sổ hồng,8.1,18,34,3,105,137
Quận Cầu Giấy,Chung cư,Sổ hồng,16.7,39,24,3,132,117.2
Quận Hai Bà Trưng,Duplex,Sổ hồng,15.9,6,32,1,53,113
Quận Hà Đông,Penthouse,Sổ hồng,9.8,11,8,4,100,134
Quận Long Biên,Duplex,Đã có sổ,9.2,10,26,2,117,143.8
Quận Hai Bà Trưng,Chung cư,Sổ hồng,19.4,14,17,3,36,100.7
Quận Đống Đa,Chung cư,Đã có sổ,8.5,36,13,3,79,123.7
Quận Hai Bà Trưng,Chung cư,Đã có sổ,17.3,21,35,5,108,121.8
Quận Cầu Giấy,Chung cư,Sổ hồng,15.1,30,29,4,47,110.4
Quận Thanh Xuân,Chung cư,Sổ hồng,2.6,2,10,1,140,161
Quận Đống Đa,Duplex,Sổ hồng,3.6,4,10,2,143,170.8
Quận Cầu Giấy,Chung cư,Đã có sổ,1.2,32,13,3,61,146.2
Quận Cầu Giấy,Chung cư,Sổ hồng,1.2,13,21,5,130,166.8
